expected_freq_key,pMW_mean,pMW_max,pMW_min
1,0.06157352670801354,0.1050430918622926,0.0226488023483184
2,0.15867203390729934,0.258226335703443,0.1051430918622926
3,0.5095339515197637,0.9500749177005996,0.258326335703443
4,1.3405873956417098,1.786228845277127,0.9501749177005996
5,3.144116650535619,4.788781585211022,1.786328845277127
6,10.805156036036307,16.494141569193346,4.788881585211022
7,28.939440777391408,45.65179274894846,16.494241569193345
8,89.44073126468892,315.00198871610274,45.65189274894846
