expected_freq_key,pMW_mean,pMW_max,pMW_min
1,0.06788653006187993,0.1212896885771817,0.0226488023483184
2,0.21102840171664053,0.3799699670802397,0.1213896885771817
3,0.7428642821938849,1.2921378880728154,0.3800699670802397
4,1.7566173950961383,2.597693593453061,1.2922378880728154
5,4.092076688213385,6.9171734008603645,2.597793593453061
6,12.9429858168714,18.392735102085144,6.917273400860364
7,31.112456762607962,46.203456790569575,18.392835102085144
8,92.1775336719227,315.00198871610274,46.20355679056958
